             x           rho             u             p
  -0.47050E+00   0.10000E+01  -0.20000E+01   0.40000E+00
  -0.46950E+00   0.10000E+01  -0.20000E+01   0.40000E+00
  -0.46850E+00   0.10000E+01  -0.20000E+01   0.40000E+00
  -0.46750E+00   0.10000E+01  -0.20000E+01   0.40000E+00
  -0.46650E+00   0.10000E+01  -0.20000E+01   0.40000E+00
  -0.46550E+00   0.10000E+01  -0.20000E+01   0.40000E+00
  -0.46450E+00   0.10000E+01  -0.20000E+01   0.40000E+00
  -0.46350E+00   0.10000E+01  -0.20000E+01   0.40000E+00
  -0.46250E+00   0.10000E+01  -0.20000E+01   0.40000E+00
  -0.46150E+00   0.10000E+01  -0.20000E+01   0.40000E+00
  -0.46050E+00   0.10000E+01  -0.20000E+01   0.40000E+00
  -0.45950E+00   0.10000E+01  -0.20000E+01   0.40000E+00
  -0.45850E+00   0.10000E+01  -0.20000E+01   0.40000E+00
  -0.45750E+00   0.10000E+01  -0.20000E+01   0.40000E+00
  -0.45650E+00   0.10000E+01  -0.20000E+01   0.40000E+00
  -0.45550E+00   0.10000E+01  -0.20000E+01   0.40000E+00
  -0.45450E+00   0.10000E+01  -0.20000E+01   0.40000E+00
  -0.45350E+00   0.10000E+01  -0.20000E+01   0.40000E+00
  -0.45250E+00   0.10000E+01  -0.20000E+01   0.40000E+00
  -0.45150E+00   0.10000E+01  -0.20000E+01   0.40000E+00
  -0.45050E+00   0.10000E+01  -0.20000E+01   0.40000E+00
  -0.44950E+00   0.10000E+01  -0.20000E+01   0.40000E+00
  -0.44850E+00   0.10000E+01  -0.20000E+01   0.40000E+00
  -0.44750E+00   0.10000E+01  -0.20000E+01   0.40000E+00
  -0.44650E+00   0.10000E+01  -0.20000E+01   0.40000E+00
  -0.44550E+00   0.10000E+01  -0.20000E+01   0.40000E+00
  -0.44450E+00   0.10000E+01  -0.20000E+01   0.40000E+00
  -0.44350E+00   0.10000E+01  -0.20000E+01   0.40000E+00
  -0.44250E+00   0.10000E+01  -0.20000E+01   0.40000E+00
  -0.44150E+00   0.10000E+01  -0.20000E+01   0.40000E+00
  -0.44050E+00   0.10000E+01  -0.20000E+01   0.40000E+00
  -0.43950E+00   0.10000E+01  -0.20000E+01   0.40000E+00
  -0.43850E+00   0.10000E+01  -0.20000E+01   0.40000E+00
  -0.43750E+00   0.10000E+01  -0.20000E+01   0.40000E+00
  -0.43650E+00   0.10000E+01  -0.20000E+01   0.40000E+00
  -0.43550E+00   0.10000E+01  -0.20000E+01   0.40000E+00
  -0.43450E+00   0.10000E+01  -0.20000E+01   0.40000E+00
  -0.43350E+00   0.10000E+01  -0.20000E+01   0.40000E+00
  -0.43250E+00   0.10000E+01  -0.20000E+01   0.40000E+00
  -0.43150E+00   0.10000E+01  -0.20000E+01   0.40000E+00
  -0.43050E+00   0.10000E+01  -0.20000E+01   0.40000E+00
  -0.42950E+00   0.10000E+01  -0.20000E+01   0.40000E+00
  -0.42850E+00   0.10000E+01  -0.20000E+01   0.40000E+00
  -0.42750E+00   0.10000E+01  -0.20000E+01   0.40000E+00
  -0.42650E+00   0.10000E+01  -0.20000E+01   0.40000E+00
  -0.42550E+00   0.10000E+01  -0.20000E+01   0.40000E+00
  -0.42450E+00   0.10000E+01  -0.20000E+01   0.40000E+00
  -0.42350E+00   0.10000E+01  -0.20000E+01   0.40000E+00
  -0.42250E+00   0.10000E+01  -0.20000E+01   0.40000E+00
  -0.42150E+00   0.10000E+01  -0.20000E+01   0.40000E+00
  -0.42050E+00   0.10000E+01  -0.20000E+01   0.40000E+00
  -0.41950E+00   0.10000E+01  -0.20000E+01   0.40000E+00
  -0.41850E+00   0.10000E+01  -0.20000E+01   0.40000E+00
  -0.41750E+00   0.10000E+01  -0.20000E+01   0.40000E+00
  -0.41650E+00   0.10000E+01  -0.20000E+01   0.40000E+00
  -0.41550E+00   0.10000E+01  -0.20000E+01   0.40000E+00
  -0.41450E+00   0.10000E+01  -0.20000E+01   0.40000E+00
  -0.41350E+00   0.10000E+01  -0.20000E+01   0.40000E+00
  -0.41250E+00   0.10000E+01  -0.20000E+01   0.40000E+00
  -0.41150E+00   0.99445E+00  -0.19958E+01   0.39689E+00
  -0.41050E+00   0.98708E+00  -0.19903E+01   0.39278E+00
  -0.40950E+00   0.97975E+00  -0.19847E+01   0.38871E+00
  -0.40850E+00   0.97247E+00  -0.19792E+01   0.38467E+00
  -0.40750E+00   0.96523E+00  -0.19736E+01   0.38067E+00
  -0.40650E+00   0.95804E+00  -0.19681E+01   0.37670E+00
  -0.40550E+00   0.95088E+00  -0.19625E+01   0.37277E+00
  -0.40450E+00   0.94378E+00  -0.19569E+01   0.36887E+00
  -0.40350E+00   0.93671E+00  -0.19514E+01   0.36501E+00
  -0.40250E+00   0.92968E+00  -0.19458E+01   0.36118E+00
  -0.40150E+00   0.92270E+00  -0.19403E+01   0.35739E+00
  -0.40050E+00   0.91576E+00  -0.19347E+01   0.35364E+00
  -0.39950E+00   0.90886E+00  -0.19292E+01   0.34991E+00
  -0.39850E+00   0.90201E+00  -0.19236E+01   0.34622E+00
  -0.39750E+00   0.89519E+00  -0.19181E+01   0.34256E+00
  -0.39650E+00   0.88842E+00  -0.19125E+01   0.33894E+00
  -0.39550E+00   0.88168E+00  -0.19069E+01   0.33535E+00
  -0.39450E+00   0.87499E+00  -0.19014E+01   0.33179E+00
  -0.39350E+00   0.86834E+00  -0.18958E+01   0.32827E+00
  -0.39250E+00   0.86173E+00  -0.18903E+01   0.32477E+00
  -0.39150E+00   0.85516E+00  -0.18847E+01   0.32131E+00
  -0.39050E+00   0.84863E+00  -0.18792E+01   0.31788E+00
  -0.38950E+00   0.84214E+00  -0.18736E+01   0.31448E+00
  -0.38850E+00   0.83569E+00  -0.18681E+01   0.31112E+00
  -0.38750E+00   0.82928E+00  -0.18625E+01   0.30778E+00
  -0.38650E+00   0.82291E+00  -0.18569E+01   0.30447E+00
  -0.38550E+00   0.81657E+00  -0.18514E+01   0.30120E+00
  -0.38450E+00   0.81028E+00  -0.18458E+01   0.29795E+00
  -0.38350E+00   0.80402E+00  -0.18403E+01   0.29474E+00
  -0.38250E+00   0.79781E+00  -0.18347E+01   0.29155E+00
  -0.38150E+00   0.79163E+00  -0.18292E+01   0.28840E+00
  -0.38050E+00   0.78549E+00  -0.18236E+01   0.28527E+00
  -0.37950E+00   0.77939E+00  -0.18181E+01   0.28217E+00
  -0.37850E+00   0.77333E+00  -0.18125E+01   0.27911E+00
  -0.37750E+00   0.76730E+00  -0.18069E+01   0.27607E+00
  -0.37650E+00   0.76132E+00  -0.18014E+01   0.27306E+00
  -0.37550E+00   0.75537E+00  -0.17958E+01   0.27007E+00
  -0.37450E+00   0.74945E+00  -0.17903E+01   0.26712E+00
  -0.37350E+00   0.74358E+00  -0.17847E+01   0.26419E+00
  -0.37250E+00   0.73774E+00  -0.17792E+01   0.26129E+00
  -0.37150E+00   0.73194E+00  -0.17736E+01   0.25842E+00
  -0.37050E+00   0.72617E+00  -0.17681E+01   0.25557E+00
  -0.36950E+00   0.72044E+00  -0.17625E+01   0.25275E+00
  -0.36850E+00   0.71475E+00  -0.17569E+01   0.24996E+00
  -0.36750E+00   0.70909E+00  -0.17514E+01   0.24720E+00
  -0.36650E+00   0.70347E+00  -0.17458E+01   0.24446E+00
  -0.36550E+00   0.69789E+00  -0.17403E+01   0.24175E+00
  -0.36450E+00   0.69234E+00  -0.17347E+01   0.23906E+00
  -0.36350E+00   0.68682E+00  -0.17292E+01   0.23640E+00
  -0.36250E+00   0.68134E+00  -0.17236E+01   0.23376E+00
  -0.36150E+00   0.67590E+00  -0.17181E+01   0.23115E+00
  -0.36050E+00   0.67049E+00  -0.17125E+01   0.22856E+00
  -0.35950E+00   0.66511E+00  -0.17069E+01   0.22600E+00
  -0.35850E+00   0.65977E+00  -0.17014E+01   0.22347E+00
  -0.35750E+00   0.65447E+00  -0.16958E+01   0.22096E+00
  -0.35650E+00   0.64920E+00  -0.16903E+01   0.21847E+00
  -0.35550E+00   0.64396E+00  -0.16847E+01   0.21600E+00
  -0.35450E+00   0.63876E+00  -0.16792E+01   0.21356E+00
  -0.35350E+00   0.63359E+00  -0.16736E+01   0.21115E+00
  -0.35250E+00   0.62845E+00  -0.16681E+01   0.20876E+00
  -0.35150E+00   0.62335E+00  -0.16625E+01   0.20639E+00
  -0.35050E+00   0.61828E+00  -0.16569E+01   0.20404E+00
  -0.34950E+00   0.61324E+00  -0.16514E+01   0.20172E+00
  -0.34850E+00   0.60824E+00  -0.16458E+01   0.19942E+00
  -0.34750E+00   0.60326E+00  -0.16403E+01   0.19714E+00
  -0.34650E+00   0.59833E+00  -0.16347E+01   0.19488E+00
  -0.34550E+00   0.59342E+00  -0.16292E+01   0.19265E+00
  -0.34450E+00   0.58854E+00  -0.16236E+01   0.19044E+00
  -0.34350E+00   0.58370E+00  -0.16181E+01   0.18825E+00
  -0.34250E+00   0.57889E+00  -0.16125E+01   0.18608E+00
  -0.34150E+00   0.57411E+00  -0.16069E+01   0.18393E+00
  -0.34050E+00   0.56937E+00  -0.16014E+01   0.18181E+00
  -0.33950E+00   0.56465E+00  -0.15958E+01   0.17970E+00
  -0.33850E+00   0.55997E+00  -0.15903E+01   0.17762E+00
  -0.33750E+00   0.55532E+00  -0.15847E+01   0.17556E+00
  -0.33650E+00   0.55069E+00  -0.15792E+01   0.17351E+00
  -0.33550E+00   0.54610E+00  -0.15736E+01   0.17149E+00
  -0.33450E+00   0.54154E+00  -0.15681E+01   0.16949E+00
  -0.33350E+00   0.53701E+00  -0.15625E+01   0.16751E+00
  -0.33250E+00   0.53251E+00  -0.15569E+01   0.16555E+00
  -0.33150E+00   0.52804E+00  -0.15514E+01   0.16361E+00
  -0.33050E+00   0.52360E+00  -0.15458E+01   0.16168E+00
  -0.32950E+00   0.51920E+00  -0.15403E+01   0.15978E+00
  -0.32850E+00   0.51482E+00  -0.15347E+01   0.15790E+00
  -0.32750E+00   0.51047E+00  -0.15292E+01   0.15603E+00
  -0.32650E+00   0.50615E+00  -0.15236E+01   0.15419E+00
  -0.32550E+00   0.50185E+00  -0.15181E+01   0.15236E+00
  -0.32450E+00   0.49759E+00  -0.15125E+01   0.15055E+00
  -0.32350E+00   0.49336E+00  -0.15069E+01   0.14876E+00
  -0.32250E+00   0.48916E+00  -0.15014E+01   0.14699E+00
  -0.32150E+00   0.48498E+00  -0.14958E+01   0.14524E+00
  -0.32050E+00   0.48083E+00  -0.14903E+01   0.14350E+00
  -0.31950E+00   0.47671E+00  -0.14847E+01   0.14178E+00
  -0.31850E+00   0.47262E+00  -0.14792E+01   0.14008E+00
  -0.31750E+00   0.46856E+00  -0.14736E+01   0.13840E+00
  -0.31650E+00   0.46453E+00  -0.14681E+01   0.13673E+00
  -0.31550E+00   0.46052E+00  -0.14625E+01   0.13509E+00
  -0.31450E+00   0.45654E+00  -0.14569E+01   0.13345E+00
  -0.31350E+00   0.45259E+00  -0.14514E+01   0.13184E+00
  -0.31250E+00   0.44867E+00  -0.14458E+01   0.13024E+00
  -0.31150E+00   0.44477E+00  -0.14403E+01   0.12866E+00
  -0.31050E+00   0.44090E+00  -0.14347E+01   0.12710E+00
  -0.30950E+00   0.43706E+00  -0.14292E+01   0.12555E+00
  -0.30850E+00   0.43325E+00  -0.14236E+01   0.12402E+00
  -0.30750E+00   0.42946E+00  -0.14181E+01   0.12250E+00
  -0.30650E+00   0.42569E+00  -0.14125E+01   0.12100E+00
  -0.30550E+00   0.42196E+00  -0.14069E+01   0.11952E+00
  -0.30450E+00   0.41825E+00  -0.14014E+01   0.11805E+00
  -0.30350E+00   0.41457E+00  -0.13958E+01   0.11660E+00
  -0.30250E+00   0.41091E+00  -0.13903E+01   0.11516E+00
  -0.30150E+00   0.40728E+00  -0.13847E+01   0.11374E+00
  -0.30050E+00   0.40367E+00  -0.13792E+01   0.11233E+00
  -0.29950E+00   0.40009E+00  -0.13736E+01   0.11094E+00
  -0.29850E+00   0.39654E+00  -0.13681E+01   0.10956E+00
  -0.29750E+00   0.39301E+00  -0.13625E+01   0.10820E+00
  -0.29650E+00   0.38950E+00  -0.13569E+01   0.10685E+00
  -0.29550E+00   0.38602E+00  -0.13514E+01   0.10552E+00
  -0.29450E+00   0.38257E+00  -0.13458E+01   0.10420E+00
  -0.29350E+00   0.37914E+00  -0.13403E+01   0.10289E+00
  -0.29250E+00   0.37573E+00  -0.13347E+01   0.10160E+00
  -0.29150E+00   0.37235E+00  -0.13292E+01   0.10032E+00
  -0.29050E+00   0.36900E+00  -0.13236E+01   0.99059E-01
  -0.28950E+00   0.36567E+00  -0.13181E+01   0.97809E-01
  -0.28850E+00   0.36236E+00  -0.13125E+01   0.96572E-01
  -0.28750E+00   0.35907E+00  -0.13069E+01   0.95349E-01
  -0.28650E+00   0.35581E+00  -0.13014E+01   0.94140E-01
  -0.28550E+00   0.35258E+00  -0.12958E+01   0.92943E-01
  -0.28450E+00   0.34937E+00  -0.12903E+01   0.91760E-01
  -0.28350E+00   0.34618E+00  -0.12847E+01   0.90589E-01
  -0.28250E+00   0.34301E+00  -0.12792E+01   0.89432E-01
  -0.28150E+00   0.33987E+00  -0.12736E+01   0.88287E-01
  -0.28050E+00   0.33675E+00  -0.12681E+01   0.87154E-01
  -0.27950E+00   0.33365E+00  -0.12625E+01   0.86034E-01
  -0.27850E+00   0.33058E+00  -0.12569E+01   0.84927E-01
  -0.27750E+00   0.32753E+00  -0.12514E+01   0.83832E-01
  -0.27650E+00   0.32450E+00  -0.12458E+01   0.82748E-01
  -0.27550E+00   0.32149E+00  -0.12403E+01   0.81677E-01
  -0.27450E+00   0.31851E+00  -0.12347E+01   0.80618E-01
  -0.27350E+00   0.31555E+00  -0.12292E+01   0.79570E-01
  -0.27250E+00   0.31261E+00  -0.12236E+01   0.78535E-01
  -0.27150E+00   0.30969E+00  -0.12181E+01   0.77511E-01
  -0.27050E+00   0.30680E+00  -0.12125E+01   0.76498E-01
  -0.26950E+00   0.30392E+00  -0.12069E+01   0.75496E-01
  -0.26850E+00   0.30107E+00  -0.12014E+01   0.74506E-01
  -0.26750E+00   0.29824E+00  -0.11958E+01   0.73527E-01
  -0.26650E+00   0.29543E+00  -0.11903E+01   0.72559E-01
  -0.26550E+00   0.29264E+00  -0.11847E+01   0.71602E-01
  -0.26450E+00   0.28987E+00  -0.11792E+01   0.70656E-01
  -0.26350E+00   0.28713E+00  -0.11736E+01   0.69721E-01
  -0.26250E+00   0.28440E+00  -0.11681E+01   0.68796E-01
  -0.26150E+00   0.28170E+00  -0.11625E+01   0.67882E-01
  -0.26050E+00   0.27901E+00  -0.11569E+01   0.66978E-01
  -0.25950E+00   0.27635E+00  -0.11514E+01   0.66085E-01
  -0.25850E+00   0.27371E+00  -0.11458E+01   0.65202E-01
  -0.25750E+00   0.27108E+00  -0.11403E+01   0.64328E-01
  -0.25650E+00   0.26848E+00  -0.11347E+01   0.63465E-01
  -0.25550E+00   0.26590E+00  -0.11292E+01   0.62612E-01
  -0.25450E+00   0.26333E+00  -0.11236E+01   0.61769E-01
  -0.25350E+00   0.26079E+00  -0.11181E+01   0.60936E-01
  -0.25250E+00   0.25827E+00  -0.11125E+01   0.60112E-01
  -0.25150E+00   0.25576E+00  -0.11069E+01   0.59297E-01
  -0.25050E+00   0.25328E+00  -0.11014E+01   0.58493E-01
  -0.24950E+00   0.25081E+00  -0.10958E+01   0.57697E-01
  -0.24850E+00   0.24837E+00  -0.10903E+01   0.56911E-01
  -0.24750E+00   0.24594E+00  -0.10847E+01   0.56134E-01
  -0.24650E+00   0.24353E+00  -0.10792E+01   0.55366E-01
  -0.24550E+00   0.24115E+00  -0.10736E+01   0.54607E-01
  -0.24450E+00   0.23878E+00  -0.10681E+01   0.53858E-01
  -0.24350E+00   0.23642E+00  -0.10625E+01   0.53117E-01
  -0.24250E+00   0.23409E+00  -0.10569E+01   0.52384E-01
  -0.24150E+00   0.23178E+00  -0.10514E+01   0.51661E-01
  -0.24050E+00   0.22948E+00  -0.10458E+01   0.50946E-01
  -0.23950E+00   0.22720E+00  -0.10403E+01   0.50239E-01
  -0.23850E+00   0.22494E+00  -0.10347E+01   0.49541E-01
  -0.23750E+00   0.22270E+00  -0.10292E+01   0.48851E-01
  -0.23650E+00   0.22048E+00  -0.10236E+01   0.48170E-01
  -0.23550E+00   0.21827E+00  -0.10181E+01   0.47496E-01
  -0.23450E+00   0.21609E+00  -0.10125E+01   0.46831E-01
  -0.23350E+00   0.21391E+00  -0.10069E+01   0.46174E-01
  -0.23250E+00   0.21176E+00  -0.10014E+01   0.45525E-01
  -0.23150E+00   0.20963E+00  -0.99583E+00   0.44883E-01
  -0.23050E+00   0.20751E+00  -0.99028E+00   0.44249E-01
  -0.22950E+00   0.20541E+00  -0.98472E+00   0.43623E-01
  -0.22850E+00   0.20332E+00  -0.97917E+00   0.43005E-01
  -0.22750E+00   0.20125E+00  -0.97361E+00   0.42394E-01
  -0.22650E+00   0.19920E+00  -0.96806E+00   0.41790E-01
  -0.22550E+00   0.19717E+00  -0.96250E+00   0.41194E-01
  -0.22450E+00   0.19515E+00  -0.95695E+00   0.40606E-01
  -0.22350E+00   0.19315E+00  -0.95139E+00   0.40024E-01
  -0.22250E+00   0.19117E+00  -0.94583E+00   0.39450E-01
  -0.22150E+00   0.18920E+00  -0.94028E+00   0.38882E-01
  -0.22050E+00   0.18725E+00  -0.93472E+00   0.38322E-01
  -0.21950E+00   0.18531E+00  -0.92917E+00   0.37769E-01
  -0.21850E+00   0.18339E+00  -0.92361E+00   0.37222E-01
  -0.21750E+00   0.18149E+00  -0.91806E+00   0.36682E-01
  -0.21650E+00   0.17960E+00  -0.91250E+00   0.36149E-01
  -0.21550E+00   0.17773E+00  -0.90695E+00   0.35623E-01
  -0.21450E+00   0.17588E+00  -0.90139E+00   0.35103E-01
  -0.21350E+00   0.17403E+00  -0.89583E+00   0.34590E-01
  -0.21250E+00   0.17221E+00  -0.89028E+00   0.34083E-01
  -0.21150E+00   0.17040E+00  -0.88472E+00   0.33583E-01
  -0.21050E+00   0.16861E+00  -0.87917E+00   0.33089E-01
  -0.20950E+00   0.16683E+00  -0.87361E+00   0.32601E-01
  -0.20850E+00   0.16506E+00  -0.86806E+00   0.32119E-01
  -0.20750E+00   0.16331E+00  -0.86250E+00   0.31643E-01
  -0.20650E+00   0.16158E+00  -0.85695E+00   0.31174E-01
  -0.20550E+00   0.15986E+00  -0.85139E+00   0.30710E-01
  -0.20450E+00   0.15815E+00  -0.84583E+00   0.30253E-01
  -0.20350E+00   0.15646E+00  -0.84028E+00   0.29801E-01
  -0.20250E+00   0.15479E+00  -0.83472E+00   0.29355E-01
  -0.20150E+00   0.15312E+00  -0.82917E+00   0.28915E-01
  -0.20050E+00   0.15148E+00  -0.82361E+00   0.28480E-01
  -0.19950E+00   0.14984E+00  -0.81806E+00   0.28051E-01
  -0.19850E+00   0.14822E+00  -0.81250E+00   0.27628E-01
  -0.19750E+00   0.14662E+00  -0.80695E+00   0.27210E-01
  -0.19650E+00   0.14503E+00  -0.80139E+00   0.26797E-01
  -0.19550E+00   0.14345E+00  -0.79583E+00   0.26390E-01
  -0.19450E+00   0.14189E+00  -0.79028E+00   0.25989E-01
  -0.19350E+00   0.14034E+00  -0.78472E+00   0.25592E-01
  -0.19250E+00   0.13880E+00  -0.77917E+00   0.25201E-01
  -0.19150E+00   0.13728E+00  -0.77361E+00   0.24814E-01
  -0.19050E+00   0.13577E+00  -0.76806E+00   0.24433E-01
  -0.18950E+00   0.13427E+00  -0.76250E+00   0.24057E-01
  -0.18850E+00   0.13279E+00  -0.75695E+00   0.23686E-01
  -0.18750E+00   0.13132E+00  -0.75139E+00   0.23320E-01
  -0.18650E+00   0.12986E+00  -0.74583E+00   0.22959E-01
  -0.18550E+00   0.12842E+00  -0.74028E+00   0.22602E-01
  -0.18450E+00   0.12699E+00  -0.73472E+00   0.22250E-01
  -0.18350E+00   0.12557E+00  -0.72917E+00   0.21903E-01
  -0.18250E+00   0.12417E+00  -0.72361E+00   0.21561E-01
  -0.18150E+00   0.12277E+00  -0.71806E+00   0.21223E-01
  -0.18050E+00   0.12139E+00  -0.71250E+00   0.20890E-01
  -0.17950E+00   0.12003E+00  -0.70695E+00   0.20561E-01
  -0.17850E+00   0.11867E+00  -0.70139E+00   0.20237E-01
  -0.17750E+00   0.11733E+00  -0.69583E+00   0.19917E-01
  -0.17650E+00   0.11600E+00  -0.69028E+00   0.19601E-01
  -0.17550E+00   0.11468E+00  -0.68472E+00   0.19290E-01
  -0.17450E+00   0.11337E+00  -0.67917E+00   0.18983E-01
  -0.17350E+00   0.11207E+00  -0.67361E+00   0.18680E-01
  -0.17250E+00   0.11079E+00  -0.66806E+00   0.18381E-01
  -0.17150E+00   0.10952E+00  -0.66250E+00   0.18086E-01
  -0.17050E+00   0.10826E+00  -0.65695E+00   0.17796E-01
  -0.16950E+00   0.10701E+00  -0.65139E+00   0.17509E-01
  -0.16850E+00   0.10578E+00  -0.64583E+00   0.17227E-01
  -0.16750E+00   0.10455E+00  -0.64028E+00   0.16948E-01
  -0.16650E+00   0.10334E+00  -0.63472E+00   0.16673E-01
  -0.16550E+00   0.10214E+00  -0.62917E+00   0.16402E-01
  -0.16450E+00   0.10094E+00  -0.62361E+00   0.16135E-01
  -0.16350E+00   0.99765E-01  -0.61806E+00   0.15872E-01
  -0.16250E+00   0.98596E-01  -0.61250E+00   0.15612E-01
  -0.16150E+00   0.97438E-01  -0.60695E+00   0.15356E-01
  -0.16050E+00   0.96291E-01  -0.60139E+00   0.15104E-01
  -0.15950E+00   0.95155E-01  -0.59583E+00   0.14855E-01
  -0.15850E+00   0.94029E-01  -0.59028E+00   0.14609E-01
  -0.15750E+00   0.92915E-01  -0.58472E+00   0.14367E-01
  -0.15650E+00   0.91811E-01  -0.57917E+00   0.14129E-01
  -0.15550E+00   0.90717E-01  -0.57361E+00   0.13894E-01
  -0.15450E+00   0.89634E-01  -0.56806E+00   0.13662E-01
  -0.15350E+00   0.88561E-01  -0.56250E+00   0.13434E-01
  -0.15250E+00   0.87498E-01  -0.55695E+00   0.13209E-01
  -0.15150E+00   0.86446E-01  -0.55139E+00   0.12987E-01
  -0.15050E+00   0.85404E-01  -0.54583E+00   0.12768E-01
  -0.14950E+00   0.84372E-01  -0.54028E+00   0.12553E-01
  -0.14850E+00   0.83350E-01  -0.53472E+00   0.12340E-01
  -0.14750E+00   0.82338E-01  -0.52917E+00   0.12131E-01
  -0.14650E+00   0.81335E-01  -0.52361E+00   0.11925E-01
  -0.14550E+00   0.80343E-01  -0.51806E+00   0.11722E-01
  -0.14450E+00   0.79360E-01  -0.51250E+00   0.11521E-01
  -0.14350E+00   0.78387E-01  -0.50695E+00   0.11324E-01
  -0.14250E+00   0.77423E-01  -0.50139E+00   0.11130E-01
  -0.14150E+00   0.76469E-01  -0.49583E+00   0.10938E-01
  -0.14050E+00   0.75525E-01  -0.49028E+00   0.10749E-01
  -0.13950E+00   0.74589E-01  -0.48472E+00   0.10564E-01
  -0.13850E+00   0.73663E-01  -0.47917E+00   0.10380E-01
  -0.13750E+00   0.72747E-01  -0.47361E+00   0.10200E-01
  -0.13650E+00   0.71839E-01  -0.46806E+00   0.10022E-01
  -0.13550E+00   0.70941E-01  -0.46250E+00   0.98472E-02
  -0.13450E+00   0.70051E-01  -0.45695E+00   0.96748E-02
  -0.13350E+00   0.69170E-01  -0.45139E+00   0.95049E-02
  -0.13250E+00   0.68299E-01  -0.44583E+00   0.93376E-02
  -0.13150E+00   0.67436E-01  -0.44028E+00   0.91729E-02
  -0.13050E+00   0.66582E-01  -0.43472E+00   0.90107E-02
  -0.12950E+00   0.65736E-01  -0.42917E+00   0.88509E-02
  -0.12850E+00   0.64899E-01  -0.42361E+00   0.86935E-02
  -0.12750E+00   0.64071E-01  -0.41806E+00   0.85386E-02
  -0.12650E+00   0.63251E-01  -0.41250E+00   0.83860E-02
  -0.12550E+00   0.62440E-01  -0.40695E+00   0.82358E-02
  -0.12450E+00   0.61637E-01  -0.40139E+00   0.80879E-02
  -0.12350E+00   0.60842E-01  -0.39583E+00   0.79423E-02
  -0.12250E+00   0.60055E-01  -0.39028E+00   0.77989E-02
  -0.12150E+00   0.59277E-01  -0.38472E+00   0.76577E-02
  -0.12050E+00   0.58507E-01  -0.37917E+00   0.75188E-02
  -0.11950E+00   0.57744E-01  -0.37361E+00   0.73820E-02
  -0.11850E+00   0.56990E-01  -0.36806E+00   0.72473E-02
  -0.11750E+00   0.56244E-01  -0.36250E+00   0.71148E-02
  -0.11650E+00   0.55505E-01  -0.35695E+00   0.69843E-02
  -0.11550E+00   0.54774E-01  -0.35139E+00   0.68559E-02
  -0.11450E+00   0.54051E-01  -0.34583E+00   0.67295E-02
  -0.11350E+00   0.53336E-01  -0.34028E+00   0.66052E-02
  -0.11250E+00   0.52628E-01  -0.33472E+00   0.64828E-02
  -0.11150E+00   0.51928E-01  -0.32917E+00   0.63623E-02
  -0.11050E+00   0.51235E-01  -0.32361E+00   0.62438E-02
  -0.10950E+00   0.50549E-01  -0.31806E+00   0.61272E-02
  -0.10850E+00   0.49871E-01  -0.31250E+00   0.60124E-02
  -0.10750E+00   0.49200E-01  -0.30695E+00   0.58995E-02
  -0.10650E+00   0.48537E-01  -0.30139E+00   0.57884E-02
  -0.10550E+00   0.47881E-01  -0.29583E+00   0.56792E-02
  -0.10450E+00   0.47231E-01  -0.29028E+00   0.55716E-02
  -0.10350E+00   0.46589E-01  -0.28472E+00   0.54659E-02
  -0.10250E+00   0.45954E-01  -0.27917E+00   0.53618E-02
  -0.10150E+00   0.45326E-01  -0.27361E+00   0.52595E-02
