  -0.49500000000000E+02   0.99998644380925E+00   0.22683932805834E-04   0.19999620428090E+01
  -0.48500000000000E+02   0.99986356960147E+00   0.22830130881777E-03   0.19996180085276E+01
  -0.47500000000000E+02   0.99932412802401E+00   0.11312007719115E-02   0.19981078771000E+01
  -0.46500000000000E+02   0.99779101619452E+00   0.36991458814103E-02   0.19938181146535E+01
  -0.45500000000000E+02   0.99458924307913E+00   0.90714067103919E-02   0.19848688823358E+01
  -0.44500000000000E+02   0.98926274829765E+00   0.18037636275007E-01   0.19700087358162E+01
  -0.43500000000000E+02   0.98175745997261E+00   0.30734460750444E-01   0.19491279968179E+01
  -0.42500000000000E+02   0.97235725927179E+00   0.46743501298771E-01   0.19230697781805E+01
  -0.41500000000000E+02   0.96150303638870E+00   0.65379923895223E-01   0.18931106855997E+01
  -0.40500000000000E+02   0.94964476662231E+00   0.85930101641897E-01   0.18605389913995E+01
  -0.39500000000000E+02   0.93717142247773E+00   0.10776570852273E+00   0.18264568289141E+01
  -0.38500000000000E+02   0.92439691667430E+00   0.13036807240454E+00   0.17917425066700E+01
  -0.37500000000000E+02   0.91157158295010E+00   0.15331090087088E+00   0.17570849738873E+01
  -0.36500000000000E+02   0.89890053221261E+00   0.17623108777280E+00   0.17230369867574E+01
  -0.35500000000000E+02   0.88656085579036E+00   0.19880062494722E+00   0.16900642654956E+01
  -0.34500000000000E+02   0.87471509180554E+00   0.22070411224822E+00   0.16585836241117E+01
  -0.33500000000000E+02   0.86352027646512E+00   0.24162347213130E+00   0.16289885923671E+01
  -0.32500000000000E+02   0.85313210881987E+00   0.26123136926603E+00   0.16016617670149E+01
  -0.31500000000000E+02   0.84370338811620E+00   0.27919568027878E+00   0.15769722126975E+01
  -0.30500000000000E+02   0.83537568557768E+00   0.29519779380641E+00   0.15552556895344E+01
  -0.29500000000000E+02   0.82826388270759E+00   0.30896609036700E+00   0.15367770700357E+01
  -0.28500000000000E+02   0.82243535016939E+00   0.32032132246433E+00   0.15216795179831E+01
  -0.27500000000000E+02   0.81788906047779E+00   0.32922291131333E+00   0.15099336243896E+01
  -0.26500000000000E+02   0.81454318659565E+00   0.33579794368351E+00   0.15013077342824E+01
  -0.25500000000000E+02   0.81223960755542E+00   0.34033469217608E+00   0.14953804180678E+01
  -0.24500000000000E+02   0.81076795754428E+00   0.34323472369941E+00   0.14916017138050E+01
  -0.23500000000000E+02   0.80990243943077E+00   0.34493764393662E+00   0.14893862362480E+01
  -0.22500000000000E+02   0.80943796112386E+00   0.34584656045907E+00   0.14882044036413E+01
  -0.21500000000000E+02   0.80921346258670E+00   0.34627951346484E+00   0.14876411523164E+01
  -0.20500000000000E+02   0.80911821765851E+00   0.34645562478627E+00   0.14874114190593E+01
  -0.19500000000000E+02   0.80908504387904E+00   0.34650795391723E+00   0.14873423498253E+01
  -0.18500000000000E+02   0.80907780385471E+00   0.34650806685969E+00   0.14873410293111E+01
  -0.17500000000000E+02   0.80907927259911E+00   0.34649003431142E+00   0.14873632322444E+01
  -0.16500000000000E+02   0.80908224480596E+00   0.34646804876080E+00   0.14873905355707E+01
  -0.15500000000000E+02   0.80908416068247E+00   0.34644707796833E+00   0.14874164908192E+01
  -0.14500000000000E+02   0.80908432970594E+00   0.34642836381116E+00   0.14874394836067E+01
  -0.13500000000000E+02   0.80908268883992E+00   0.34641188354034E+00   0.14874595432414E+01
  -0.12500000000000E+02   0.80907931963081E+00   0.34639729800985E+00   0.14874771069200E+01
  -0.11500000000000E+02   0.80907429095599E+00   0.34638426092115E+00   0.14874926242421E+01
  -0.10500000000000E+02   0.80906761658158E+00   0.34637248823051E+00   0.14875064603349E+01
  -0.95000000000000E+01   0.80905924956087E+00   0.34636176205241E+00   0.14875188982734E+01
  -0.85000000000000E+01   0.80904907864546E+00   0.34635191356150E+00   0.14875301532099E+01
  -0.75000000000000E+01   0.80903692381430E+00   0.34634281275721E+00   0.14875403939848E+01
  -0.65000000000000E+01   0.80902252107438E+00   0.34633435518953E+00   0.14875497520877E+01
  -0.55000000000000E+01   0.80900549965062E+00   0.34632645779359E+00   0.14875583347564E+01
  -0.45000000000000E+01   0.80898534012726E+00   0.34631905135815E+00   0.14875662281830E+01
  -0.35000000000000E+01   0.80896130767814E+00   0.34631207877803E+00   0.14875735044528E+01
  -0.25000000000000E+01   0.80893233470072E+00   0.34630549174223E+00   0.14875802238719E+01
  -0.15000000000000E+01   0.80889680400353E+00   0.34629924817158E+00   0.14875864365059E+01
  -0.50000000000000E+00   0.80885210029494E+00   0.34629331337248E+00   0.14875921872772E+01
   0.50000000000000E+00   0.80883073587909E+00   0.34628765408581E+00   0.14875975109857E+01
   0.15000000000000E+01   0.80914070275161E+00   0.34628224553361E+00   0.14876024435847E+01
   0.25000000000000E+01   0.81103780147909E+00   0.34627705977706E+00   0.14876070099585E+01
   0.35000000000000E+01   0.81764578792097E+00   0.34627208047119E+00   0.14876112481199E+01
   0.45000000000000E+01   0.83416007424729E+00   0.34626728288709E+00   0.14876151914573E+01
   0.55000000000000E+01   0.86626648412708E+00   0.34626265740075E+00   0.14876189052803E+01
   0.65000000000000E+01   0.91702753809143E+00   0.34625818115961E+00   0.14876224473650E+01
   0.75000000000000E+01   0.98420880448527E+00   0.34625384966657E+00   0.14876258938102E+01
   0.85000000000000E+01   0.10601875609218E+01   0.34624964538684E+00   0.14876292747352E+01
   0.95000000000000E+01   0.11347599508261E+01   0.34624556820967E+00   0.14876326025236E+01
   0.10500000000000E+02   0.11990495107044E+01   0.34624160678891E+00   0.14876358348402E+01
   0.11500000000000E+02   0.12482074945613E+01   0.34623775861263E+00   0.14876389230479E+01
   0.12500000000000E+02   0.12818165216095E+01   0.34623401153339E+00   0.14876418047360E+01
   0.13500000000000E+02   0.13025094957836E+01   0.34623035576211E+00   0.14876444358976E+01
   0.14500000000000E+02   0.13140626047528E+01   0.34622677600431E+00   0.14876467818479E+01
   0.15500000000000E+02   0.13199583102553E+01   0.34622325757966E+00   0.14876488241391E+01
   0.16500000000000E+02   0.13227401828653E+01   0.34621978362490E+00   0.14876505505441E+01
   0.17500000000000E+02   0.13239791242205E+01   0.34621633710394E+00   0.14876519534312E+01
   0.18500000000000E+02   0.13245214076215E+01   0.34621289985005E+00   0.14876530247819E+01
   0.19500000000000E+02   0.13247722822293E+01   0.34620945251994E+00   0.14876537542713E+01
