  -0.49500000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.48500000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.47500000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.46500000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.45500000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.44500000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.43500000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.42500000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.20000000000000E+01
  -0.41500000000000E+02   0.99338403302177E+00   0.11100044223459E-01   0.19814998367516E+01
  -0.40500000000000E+02   0.97372653048166E+00   0.44433377556793E-01   0.19268229035872E+01
  -0.39500000000000E+02   0.95438145967022E+00   0.77766710890126E-01   0.18734443071780E+01
  -0.38500000000000E+02   0.93534508141302E+00   0.11110004422346E+00   0.18213382536806E+01
  -0.37500000000000E+02   0.91661368648894E+00   0.14443337755679E+00   0.17704793608454E+01
  -0.36500000000000E+02   0.89818359550970E+00   0.17776671089013E+00   0.17208426530701E+01
  -0.35500000000000E+02   0.88005115879938E+00   0.21110004422346E+00   0.16724035564948E+01
  -0.34500000000000E+02   0.86221275627400E+00   0.24443337755679E+00   0.16251378941348E+01
  -0.33500000000000E+02   0.84466479732104E+00   0.27776671089013E+00   0.15790218810545E+01
  -0.32500000000000E+02   0.82740372067898E+00   0.31110004422346E+00   0.15340321195797E+01
  -0.31500000000000E+02   0.81042599431686E+00   0.34443337755679E+00   0.14901455945489E+01
  -0.30500000000000E+02   0.80952658792307E+00   0.34621476002151E+00   0.14878308508034E+01
  -0.29500000000000E+02   0.80952658792307E+00   0.34621476002151E+00   0.14878308508034E+01
  -0.28500000000000E+02   0.80952658792307E+00   0.34621476002151E+00   0.14878308508034E+01
  -0.27500000000000E+02   0.80952658792307E+00   0.34621476002151E+00   0.14878308508034E+01
  -0.26500000000000E+02   0.80952658792307E+00   0.34621476002151E+00   0.14878308508034E+01
  -0.25500000000000E+02   0.80952658792307E+00   0.34621476002151E+00   0.14878308508034E+01
  -0.24500000000000E+02   0.80952658792307E+00   0.34621476002151E+00   0.14878308508034E+01
  -0.23500000000000E+02   0.80952658792307E+00   0.34621476002151E+00   0.14878308508034E+01
  -0.22500000000000E+02   0.80952658792307E+00   0.34621476002151E+00   0.14878308508034E+01
  -0.21500000000000E+02   0.80952658792307E+00   0.34621476002151E+00   0.14878308508034E+01
  -0.20500000000000E+02   0.80952658792307E+00   0.34621476002151E+00   0.14878308508034E+01
  -0.19500000000000E+02   0.80952658792307E+00   0.34621476002151E+00   0.14878308508034E+01
  -0.18500000000000E+02   0.80952658792307E+00   0.34621476002151E+00   0.14878308508034E+01
  -0.17500000000000E+02   0.80952658792307E+00   0.34621476002151E+00   0.14878308508034E+01
  -0.16500000000000E+02   0.80952658792307E+00   0.34621476002151E+00   0.14878308508034E+01
  -0.15500000000000E+02   0.80952658792307E+00   0.34621476002151E+00   0.14878308508034E+01
  -0.14500000000000E+02   0.80952658792307E+00   0.34621476002151E+00   0.14878308508034E+01
  -0.13500000000000E+02   0.80952658792307E+00   0.34621476002151E+00   0.14878308508034E+01
  -0.12500000000000E+02   0.80952658792307E+00   0.34621476002151E+00   0.14878308508034E+01
  -0.11500000000000E+02   0.80952658792307E+00   0.34621476002151E+00   0.14878308508034E+01
  -0.10500000000000E+02   0.80952658792307E+00   0.34621476002151E+00   0.14878308508034E+01
  -0.95000000000000E+01   0.80952658792307E+00   0.34621476002151E+00   0.14878308508034E+01
  -0.85000000000000E+01   0.80952658792307E+00   0.34621476002151E+00   0.14878308508034E+01
  -0.75000000000000E+01   0.80952658792307E+00   0.34621476002151E+00   0.14878308508034E+01
  -0.65000000000000E+01   0.80952658792307E+00   0.34621476002151E+00   0.14878308508034E+01
  -0.55000000000000E+01   0.80952658792307E+00   0.34621476002151E+00   0.14878308508034E+01
  -0.45000000000000E+01   0.80952658792307E+00   0.34621476002151E+00   0.14878308508034E+01
  -0.35000000000000E+01   0.80952658792307E+00   0.34621476002151E+00   0.14878308508034E+01
  -0.25000000000000E+01   0.80952658792307E+00   0.34621476002151E+00   0.14878308508034E+01
  -0.15000000000000E+01   0.80952658792307E+00   0.34621476002151E+00   0.14878308508034E+01
  -0.50000000000000E+00   0.80952658792307E+00   0.34621476002151E+00   0.14878308508034E+01
   0.50000000000000E+00   0.80952658792307E+00   0.34621476002151E+00   0.14878308508034E+01
   0.15000000000000E+01   0.80952658792307E+00   0.34621476002151E+00   0.14878308508034E+01
   0.25000000000000E+01   0.80952658792307E+00   0.34621476002151E+00   0.14878308508034E+01
   0.35000000000000E+01   0.80952658792307E+00   0.34621476002151E+00   0.14878308508034E+01
   0.45000000000000E+01   0.80952658792307E+00   0.34621476002151E+00   0.14878308508034E+01
   0.55000000000000E+01   0.80952658792307E+00   0.34621476002151E+00   0.14878308508034E+01
   0.65000000000000E+01   0.80952658792307E+00   0.34621476002151E+00   0.14878308508034E+01
   0.75000000000000E+01   0.80952658792307E+00   0.34621476002151E+00   0.14878308508034E+01
   0.85000000000000E+01   0.80952658792307E+00   0.34621476002151E+00   0.14878308508034E+01
   0.95000000000000E+01   0.13257491124756E+01   0.34621476002151E+00   0.14878308508034E+01
   0.10500000000000E+02   0.13257491124756E+01   0.34621476002151E+00   0.14878308508034E+01
   0.11500000000000E+02   0.13257491124756E+01   0.34621476002151E+00   0.14878308508034E+01
   0.12500000000000E+02   0.13257491124756E+01   0.34621476002151E+00   0.14878308508034E+01
   0.13500000000000E+02   0.13257491124756E+01   0.34621476002151E+00   0.14878308508034E+01
   0.14500000000000E+02   0.13257491124756E+01   0.34621476002151E+00   0.14878308508034E+01
   0.15500000000000E+02   0.13257491124756E+01   0.34621476002151E+00   0.14878308508034E+01
   0.16500000000000E+02   0.13257491124756E+01   0.34621476002151E+00   0.14878308508034E+01
   0.17500000000000E+02   0.13257491124756E+01   0.34621476002151E+00   0.14878308508034E+01
   0.18500000000000E+02   0.13257491124756E+01   0.34621476002151E+00   0.14878308508034E+01
   0.19500000000000E+02   0.13257491124756E+01   0.34621476002151E+00   0.14878308508034E+01
   0.20500000000000E+02   0.13257491124756E+01   0.34621476002151E+00   0.14878308508034E+01
   0.21500000000000E+02   0.13257491124756E+01   0.34621476002151E+00   0.14878308508034E+01
   0.22500000000000E+02   0.13257491124756E+01   0.34621476002151E+00   0.14878308508034E+01
   0.23500000000000E+02   0.13257491124756E+01   0.34621476002151E+00   0.14878308508034E+01
   0.24500000000000E+02   0.13257491124756E+01   0.34621476002151E+00   0.14878308508034E+01
   0.25500000000000E+02   0.13257491124756E+01   0.34621476002151E+00   0.14878308508034E+01
   0.26500000000000E+02   0.13257491124756E+01   0.34621476002151E+00   0.14878308508034E+01
   0.27500000000000E+02   0.13257491124756E+01   0.34621476002151E+00   0.14878308508034E+01
   0.28500000000000E+02   0.13257491124756E+01   0.34621476002151E+00   0.14878308508034E+01
   0.29500000000000E+02   0.13257491124756E+01   0.34621476002151E+00   0.14878308508034E+01
   0.30500000000000E+02   0.13257491124756E+01   0.34621476002151E+00   0.14878308508034E+01
   0.31500000000000E+02   0.13257491124756E+01   0.34621476002151E+00   0.14878308508034E+01
   0.32500000000000E+02   0.13257491124756E+01   0.34621476002151E+00   0.14878308508034E+01
   0.33500000000000E+02   0.13257491124756E+01   0.34621476002151E+00   0.14878308508034E+01
   0.34500000000000E+02   0.13257491124756E+01   0.34621476002151E+00   0.14878308508034E+01
   0.35500000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.10000000000000E+01
   0.36500000000000E+02   0.10000000000000E+01   0.00000000000000E+00   0.10000000000000E+01
